526500	1606500	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
526500	1606500	H5		Orvosi implantátumok (állatba ültethető eszközök) (SRD) az 526,5-600 kHz sávban.	2006/771/EK; 2011/829/EU ERC/REC 70-03 12. melléklete MSZ EN 300 330-2	
526500	1606500	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD) a 984-1606,5 kHz sávban.	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
1606500	1625000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1606500	1625000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
1625000	1635000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1625000	1635000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
1635000	1800000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1635000	1800000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
1800000	1810000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1800000	1810000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
1810000	1850000	AMATŐR				
1810000	1850000	H11	K	Amatőrrádiózás.	ECC/REC/(02)01; MSZ EN 301 783-2	2. melléklet IV. fejezet
1810000	1850000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1810000	1850000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
1850000	2000000	LÉGI RÁDIÓNAVIGÁCIÓ				
1850000	2000000	H4	K	Loran-A rádiónavigációs rendszer.		Működési frekvenciák: 1850 kHz, 1950 kHzMűködési sávszélesség: 50 kHzAz állomás által kisugárzott átlagteljesítmény: max. 50 W
1850000	2000000	Amatőr				
1850000	2000000	H11		Amatőrrádiózás.	ECC/REC/(02)01; MSZ EN 301 783-2	2. melléklet IV. fejezet
1850000	2000000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
1850000	2000000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2000000	2025000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2000000	2025000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2025000	2045000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2025000	2045000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz.Egyedi engedélyezési kötelezettség alól mentesítve.
2045000	2160000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2045000	2160000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz.Egyedi engedélyezési kötelezettség alól mentesítve.
2160000	2170000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2160000	2170000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz.Egyedi engedélyezési kötelezettség alól mentesítve.
2170000	2173500	TENGERI MOZGÓ				
2170000	2173500	H17	K	Keskenysávú távgépíró, SSB rádiótelefon üzemű parti állomások és digitális szelektív hívás (DSC).	RR 51. és 52. Cikkek	
2170000	2173500	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2170000	2173500	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz.Egyedi engedélyezési kötelezettség alól mentesítve.
2173500	2190500	MOZGÓ (vészjelzés és hívás)				
2173500	2190500	H16 H17	K	GMDSS keretén belül, nemzetközi vészfrekvencia akeskenysávú távgépíró részére a 2174,5 kHz frekvencián.	RR 31., 32., 33., 51. és 52. Cikkek; RR 15.Függelék MSZ EN 300 373-2	
2173500	2190500	H4 H16 H17		Nemzetközi vész- és hívófrekvencia rádiótelefon üzemre hajók, légijárművek és mentőhajók állomásai részére, GMDSS keretén belül a 2182 kHz frekvencián. A frekvencia az ember által vezetett űrjárművek kutatási és mentési műveleteinél is használható.	RR 30., 31., 32., 33., 51. és 52. CikkekRR 15. Függelék ICAO Annex 10 V. kötet 2. fejezet MSZ ETS 300 441/A1	
2173500	2190500	H16 H17		GMDSS keretén belül, nemzetközi vészfrekvencia a digitális szelektív hívás (DSC) részére a 2187,5 kHz frekvencián.	RR 31., 32., 33. és 51. CikkekRR 15. FüggelékMSZ EN 300 338; MSZ EN 301 033	
2173500	2190500	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2173500	2190500	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2190500	2194000	TENGERI MOZGÓ				
2190500	2194000	H17	K	Keskenysávú távgépíró és SSB rádiótelefon üzemű állomások.	RR 51. és 52. Cikkek	
2190500	2194000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2190500	2194000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2194000	2300000	H2	K	Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2194000	2300000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2300000	2498000	Mozgó, a légi mozgó kivételével				
2300000	2498000	H23A	K	NVIS-en alapuló vészhelyzeti alkalmazások a 2342-2345 kHz és a 2411-2414 kHz sávban.		ERPmax = 100 W
2300000	2498000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2300000	2498000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2498000	2501000	HITELES FREKVENCIA ÉS ÓRAJEL				
2498000	2501000	H8	K	Hiteles frekvencia és órajel alkalmazások.		
2498000	2501000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EU ERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2498000	2501000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2501000	2502000	HITELES FREKVENCIA ÉS ÓRAJEL				
2501000	2502000	H8	K	Hiteles frekvencia és órajel alkalmazások.		
2501000	2502000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EUERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2501000	2502000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2502000	2625000	ÁLLANDÓHELYŰ				
2502000	2625000	H26	K	Pont-pont és pont-többpont összeköttetések.		2. melléklet II. fejezet 1. pont
2502000	2625000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EUERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2502000	2625000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2625000	2650000	TENGERI MOZGÓ				
2625000	2650000	H17	K	Keskenysávú távgépíró és SSB rádiótelefon üzemű parti állomások.	RR 51. és 52. Cikkek	
2625000	2650000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EUERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2625000	2650000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
2650000	2850000	ÁLLANDÓHELYŰ				
2650000	2850000	H26	K	Pont-pont és pont-többpont összeköttetések.		2. melléklet II. fejezet 1. pont
2650000	2850000	H2		Induktív alkalmazások (SRD).	2006/771/EK; 2011/829/EUERC/REC 70-03 9. melléklete MSZ EN 300 330-2	A frekvenciafelhasználási feltételek azonosak a 4. mellékletbenmeghatározottakkal. Egyedi engedélyezési kötelezettség alól mentesítve. Az EU harmonizációs feltételeket a 4. melléklet tartalmazza.
2650000	2850000	H19A		Vasúti alkalmazások (Balise/Eurobalise rendszerek) (SRD).	ERC/REC 70-03 4. mellékleteMSZ EN 300 330-2, MSZ EN 302 608	Vasúti pálya - vasúti szerelvény irányú összeköttetések. Csak a vasúti szerelvénytől érkező Balise/Eurobalise energia-távellátó jel vételekor lehet adás. Sávközépi frekvencia: 4234 kHz. Egyedi engedélyezési kötelezettség alól mentesítve.
